10000 30000
1919 653 904
1772 8524 98
8514 9350 836
9579 6366 287
5602 6510 789
9704 7201 915
4990 6707 349
9253 1813 265
8247 1588 322
9316 5523 306
7167 517 569
4188 977 114
7141 6335 910
9007 4803 137
3811 5780 216
5765 534 326
4512 2334 58
1035 6442 753
8574 9222 846
3771 2365 900
4000 946 900
7659 8011 129
8873 405 36
8940 8347 135
7745 6909 922
3756 2174 741
1753 9065 656
5066 9692 911
214 3829 863
764 9429 307
2039 8539 610
5699 1090 193
9184 3741 969
937 6694 822
4090 3406 476
3247 267 369
1704 7786 599
3043 7482 910
889 3554 134
6343 1225 822
2191 6711 199
8678 4439 83
7466 8453 493
7473 132 958
7539 4832 466
2499 7247 74
8476 7059 783
1226 3522 150
1603 4586 300
7999 1213 127
389 7739 273
1923 7943 770
1533 1643 416
3436 3925 403
3740 5295 807
4904 2286 298
8855 7341 350
1146 6232 798
916 2210 726
5249 3031 577
8266 4002 532
8823 3432 158
126 7004 423
9186 4419 138
5158 7288 369
4342 1606 299
4440 3290 732
9551 8363 474
8820 6119 322
1472 8890 830
1260 5216 482
750 5174 442
5849 3624 521
7412 3346 419
2700 6687 433
8659 5646 488
366 3699 865
5024 7371 479
9403 3690 86
82 8791 137
4787 1519 788
2225 5531 316
5181 2531 249
88 2433 668
9843 6138 228
6226 2057 635
7460 1306 630
7955 8623 653
2793 4588 228
1180 7049 284
3028 48 708
4622 5768 866
5730 1370 45
8560 7571 650
2664 4172 722
8686 3344 62
354 8336 256
8962 2004 374
3353 9647 571
8916 1329 396
100 1654 324
6216 3625 983
6943 1205 888
6267 7657 691
9808 8775 603
7590 200 638
2820 8438 633
7837 9846 171
1714 9654 361
3671 7184 160
286 7847 883
9898 1602 888
6681 1618 569
9860 9686 735
9413 2066 794
123 4732 383
769 7153 739
9527 5268 750
1453 2985 103
7406 4348 45
2630 5543 282
1422 782 829
538 2194 885
6031 4615 306
9571 8124 666
19 4491 554
738 6880 383
9817 1277 600
5146 6183 76
3192 2060 989
8894 5315 229
2670 5135 716
4623 8337 128
4135 5728 666
7746 1316 823
9619 232 353
9042 7142 312
7656 2150 871
8416 263 190
3606 8912 369
4709 6133 33
3652 8689 353
9772 605 188
1208 6892 513
2758 3740 654
7165 4074 222
5878 5564 587
9725 5195 780
4183 8289 317
3158 1612 943
7975 3983 37
9075 631 832
3589 1241 552
4636 6190 339
8917 7774 739
4708 5662 332
6327 4214 254
7200 5621 921
5400 305 210
5155 5290 942
5316 3585 493
7175 2741 827
3281 2045 154
7380 3655 872
4583 1964 589
1236 2814 599
3632 9965 95
5713 1848 316
6800 6927 430
5961 7839 927
4596 3116 156
5727 9353 457
5459 1751 497
4008 5967 812
6313 6036 164
8867 7961 673
8739 2281 509
1020 1360 194
7039 6955 622
8157 6555 482
7699 5656 237
333 5270 140
7232 3809 214
1959 3952 586
3157 5401 730
2912 5708 723
4997 3222 333
3361 7680 399
5294 4103 273
4627 9521 415
1328 4899 201
2055 8260 929
8035 3564 609
4277 4948 700
2786 6352 171
2182 5046 368
9335 2736 869
8646 7623 133
829 9021 200
3763 9162 891
7462 4724 965
5014 4475 148
1475 2387 966
4704 7793 637
5760 3673 965
584 7148 173
885 5621 623
5319 6258 859
8598 9537 112
2815 9834 952
289 4840 753
6921 7012 853
1806 6312 322
6624 6278 324
3113 8701 7
2145 8847 677
5450 4785 180
6141 5010 479
8736 5206 372
6618 7707 538
1205 7339 991
8101 9374 176
1035 2189 960
6448 503 120
997 9897 173
6062 4991 823
5290 3182 120
4316 5250 461
1313 177 602
8148 8247 343
7360 3658 851
8111 8522 946
5500 2219 101
9258 7003 271
2163 6655 669
6891 1013 789
5379 4028 865
3892 4999 929
172 6828 21
769 3452 179
3381 7620 831
7097 7459 710
3128 6990 649
3174 4467 196
569 8404 350
2922 2486 848
9072 4910 978
1839 1793 710
8055 9122 269
9105 5228 660
9675 5671 283
5922 5518 974
5795 4444 95
5940 8246 582
2336 5006 986
684 6205 694
8460 3562 606
3750 211 168
7970 8234 109
8858 1267 587
6171 6827 545
4184 1548 578
9460 3022 39
7719 3351 430
4404 9430 164
2649 1696 582
3735 3006 410
4447 4091 262
1253 8728 766
9218 1285 484
6019 9342 903
3784 6701 228
5333 6525 45
4010 8942 986
5931 4587 288
3589 829 288
5865 3091 39
2494 3996 506
4711 9830 772
6643 6426 839
7742 8643 38
7100 9827 104
1631 2094 811
8825 9239 439
5560 4723 721
7285 1140 475
7907 1383 530
8992 3642 267
1542 8359 760
733 4382 245
9556 790 163
8785 3095 709
9588 4787 854
1305 7445 280
4203 9914 894
3229 5435 840
4882 6827 366
7770 4750 442
4169 2535 567
811 2841 611
6801 1275 422
2815 7860 104
4995 6837 778
5741 6077 638
6814 8651 953
5652 3432 437
1445 9939 115
751 3038 292
2626 5429 591
6668 4471 600
1959 3159 361
306 1998 489
2749 2825 820
7599 5271 724
6182 9648 465
3943 2640 96
4878 9445 751
9696 163 163
4591 5827 264
7873 8037 39
5067 4850 254
6497 2408 115
6146 3276 756
9459 9460 244
2917 9381 967
1737 1079 766
6096 9709 323
3550 4300 520
6967 2443 692
2369 2357 714
8123 3237 678
5327 3148 41
3153 3553 103
9503 3696 357
8486 2919 32
802 9112 663
3305 9696 665
1384 6278 381
3766 2520 601
2523 4098 363
5935 789 905
7375 2069 254
8645 8254 534
626 5102 236
2014 5502 406
1389 874 256
8076 6771 161
6861 1774 406
9785 141 109
1425 9487 640
7833 9264 968
3985 3257 582
2949 3032 865
8523 8029 859
477 6846 955
4962 8576 316
8378 9780 985
7152 26 258
6111 243 780
9143 7398 81
8593 6763 273
6911 9283 945
4879 4893 43
3867 9214 8
7125 5826 965
5959 790 155
645 7919 270
6906 4036 540
6221 3129 213
485 6355 390
2150 1539 314
4625 4288 813
7950 7892 486
8950 2657 202
5200 4769 673
5513 893 825
8308 7327 71
5731 5953 423
7596 3198 448
4671 8525 178
8034 1895 115
622 2677 802
3582 8159 267
4466 9613 464
9338 6737 14
5263 3308 361
3954 9914 449
8844 5526 631
7476 4944 410
2914 5044 252
4861 3251 305
2545 5395 89
3118 4765 930
8593 626 884
5230 5181 684
8554 2979 635
2450 5682 837
9878 8597 871
6882 9433 544
2333 3910 373
1186 9814 920
8753 2518 872
991 1851 936
2605 9043 33
2673 1485 484
3532 5727 142
5617 7448 556
113 6610 290
5021 1817 456
8772 1685 724
4956 5217 199
760 9141 831
726 1298 589
4715 1176 78
1457 1757 727
9404 3592 685
5995 9723 552
6334 6883 153
3594 4180 75
2455 490 570
2240 1459 972
3799 1637 475
2791 1291 975
3531 9937 115
1877 2061 823
5602 4362 80
7296 2680 239
6817 4339 411
881 411 868
5197 1351 111
3317 4507 962
4928 2231 816
1611 1097 839
4353 6359 872
336 4835 7
9781 8282 805
7140 6927 249
2207 5459 118
8344 5581 185
3303 6168 251
9848 4127 590
2716 1926 208
2033 6581 727
148 277 56
756 219 348
5581 9297 908
949 2521 330
1773 9077 203
6616 2789 886
2331 5481 589
6504 8869 932
3319 7054 615
9712 2491 953
8553 7085 426
5115 9946 713
3359 406 717
5100 929 272
9659 698 662
9139 5608 738
9086 4592 205
4157 7487 310
9156 805 787
6704 3072 980
9368 5702 122
7279 1462 781
5864 9558 781
4438 4752 570
9229 9056 533
7474 6969 859
3888 314 299
2186 2585 992
7045 1344 30
7565 6065 818
1400 2772 129
6847 7539 688
8865 5630 766
994 8697 302
3327 5238 19
1119 5742 936
9076 7801 906
6585 3019 481
691 7793 29
7768 623 753
9227 1989 238
9864 3112 321
6089 8880 27
5625 9963 344
5053 5504 823
5327 3758 861
4555 4652 523
7269 5960 175
3955 511 456
3656 6940 75
7303 4364 563
5331 7080 884
4066 3908 406
3523 310 988
1272 6650 413
4258 8108 780
5915 233 802
7160 4082 413
5757 5268 655
9718 8727 658
328 402 995
4160 2413 946
8808 9924 295
5532 5791 549
3650 3071 623
4162 1836 666
4184 2742 457
8737 3038 2
6817 8758 802
4831 7998 310
363 141 482
481 1152 339
285 757 817
4635 4239 758
3812 4919 260
7734 9372 635
6392 2781 843
8376 5310 416
4116 7807 363
4384 1921 847
3181 8122 702
2485 4440 924
4626 9981 845
6942 6906 328
2513 7516 314
6950 4220 182
8308 9126 270
4879 127 233
8108 1582 816
8683 6989 204
1749 1080 222
9046 4105 239
2291 6985 628
5834 4349 280
2301 6381 154
5266 1930 466
1588 7762 906
7101 8152 189
2960 8159 173
6196 1639 68
3575 1150 905
5823 3329 315
7544 1976 953
1298 617 877
8021 2850 337
2806 8652 18
6258 7395 559
1690 9704 651
9413 5912 611
1934 592 471
7160 9493 196
8642 2142 181
6647 5463 543
2847 8862 479
8676 9593 508
5895 7852 235
8417 5021 395
6790 3423 272
7011 7123 270
8387 7904 509
8057 1173 261
3279 947 147
8981 5054 17
6120 6215 170
7138 8629 24
5224 4338 85
5470 901 187
1340 608 69
4190 832 688
3486 5035 35
1563 4779 369
3220 7192 288
2875 8594 670
2672 6237 326
6795 6225 694
1504 4248 392
503 9829 239
3041 9490 270
14 7619 728
6789 8825 560
466 1158 631
9291 8111 30
6373 8526 482
9154 4016 311
1745 6602 723
6194 3127 632
4246 4643 767
1416 3644 720
2637 1487 296
7681 3256 829
2861 5936 783
6121 8390 286
3167 546 271
6189 8840 156
5441 6616 310
4309 5204 697
4132 174 532
5479 9569 857
6097 5967 814
3999 2313 802
1275 522 976
8731 8660 41
7913 7324 827
992 5948 462
120 2052 609
7916 4611 817
3842 3893 679
1941 3899 771
5754 9211 303
3105 4701 786
9710 9895 714
4096 4697 2
1681 461 665
7936 5223 89
1396 5396 299
9337 5308 256
3007 3270 386
8667 9558 755
1663 3974 11
4602 7575 376
991 2463 747
92 8689 639
6032 8890 526
5212 5615 408
1033 9406 715
3779 87 533
4383 1831 951
9917 1945 925
4100 239 991
4623 5127 403
4318 8706 953
8105 2074 148
2526 5255 227
9878 8002 282
5067 8137 22
8823 9953 650
5747 1584 166
8554 5323 204
1968 4070 180
1226 2958 429
4883 8075 755
9789 3399 478
1807 1826 340
2653 1891 57
8580 3505 32
3809 954 854
804 4992 535
3576 5374 681
2401 9546 581
9362 3385 911
9049 527 763
1208 4011 228
1327 6603 787
5194 810 76
6110 2848 505
4804 727 121
9745 5605 248
2068 3719 146
5266 1634 460
9559 5836 745
1536 6450 715
9395 8187 436
9376 8505 691
7040 1353 930
1801 5694 210
4873 2576 808
2895 6598 436
7454 3446 794
2076 5788 842
2156 4221 829
7207 3112 984
6552 4171 359
5733 7016 106
7062 5078 476
8114 8908 966
9296 9235 126
4961 1592 794
8610 5713 642
8291 5723 262
9513 2105 491
375 9652 380
6299 728 92
7884 3225 779
9513 3442 297
2932 6375 854
8965 1915 884
4693 1745 799
1081 1666 41
7440 4455 415
1894 635 81
933 6578 228
9192 1503 293
1826 2924 936
2399 2570 679
6230 6562 732
8535 4325 682
4445 3183 51
7990 9448 525
8907 5209 874
6763 8854 172
660 3921 269
8581 9064 886
1402 9042 569
9596 4999 951
9474 7933 813
4044 2572 566
327 8148 810
5640 8904 451
9697 1981 926
663 362 575
1979 5084 423
9946 5131 989
983 7737 842
8061 7239 730
5403 1894 663
6851 9688 745
3698 4014 663
9180 6384 321
5328 1477 403
9271 7830 997
7559 4083 561
8975 6956 335
7297 743 655
4227 4251 826
5191 8326 535
9212 9084 373
8872 1715 140
7151 7334 84
6128 2316 567
62 9027 913
4358 4756 146
2559 6739 838
741 4226 624
4843 3341 651
8908 8051 376
8629 7534 649
3973 7983 734
6542 2945 409
3823 2355 744
9638 6687 697
9560 1082 712
3172 2451 720
6239 8194 394
1635 420 629
5184 7108 137
826 4559 842
9575 3385 104
2514 2905 969
9148 6364 50
4799 1858 181
8481 5799 963
3088 3753 461
433 3321 977
8813 3426 231
2215 7264 397
6258 9510 415
1152 6759 857
1210 1780 156
8115 572 55
3831 5250 895
1413 6448 303
7917 2486 453
434 927 182
2053 488 911
9971 9326 927
1753 3047 505
1085 5406 36
516 5965 233
7240 6238 443
7851 645 639
755 529 385
1480 3241 505
5371 8350 7
6008 522 848
1052 3889 303
2439 9089 403
424 2370 693
7500 9015 176
4178 7483 417
6954 6539 739
2634 9183 103
6137 4814 640
8240 2559 504
7025 513 591
9941 1043 328
1429 6732 628
7245 9383 806
4994 5340 573
4242 5034 548
4920 7110 273
6066 5141 455
6623 8044 225
6779 4794 66
1127 4492 608
5698 3761 875
4536 4477 325
2699 3565 389
1796 6388 926
1989 4967 17
7750 622 714
8265 8814 15
9405 9666 127
9423 3527 31
9820 3407 489
3272 2614 812
1201 9153 620
9801 2183 161
7507 4248 421
9761 9947 103
4681 2739 564
9984 8082 540
4646 9216 375
8089 8966 705
1569 168 794
8349 5758 915
8521 5775 496
566 2105 953
70 5279 273
5039 335 771
7205 6536 691
8749 2610 641
3441 3562 889
9616 9612 203
3420 5344 918
445 5178 414
4280 1826 419
2392 4508 294
8414 9853 716
3046 6416 383
4279 5862 33
9784 3824 684
7597 8387 479
7458 2863 7
1804 2956 703
7126 1668 950
8670 4524 305
1200 9568 763
1978 3831 387
7666 4703 763
8625 3624 829
1506 4300 763
8250 523 337
2493 2515 257
6101 3432 594
6420 8858 774
5185 6594 804
6383 7662 194
7032 4800 598
1199 4793 621
2243 6238 820
9312 2314 411
6172 5382 551
7404 6656 145
4864 3832 554
7727 966 349
8280 4130 881
7206 2769 112
9435 7611 740
4553 8883 495
1064 8866 952
8615 4373 896
2858 9913 142
5817 6991 136
2592 8641 429
929 3858 929
8153 407 65
2999 8614 745
5462 8653 890
8267 9376 750
3255 8989 743
9119 4834 474
5589 8016 581
8484 5277 366
9857 4437 201
2416 1684 956
781 4876 667
4734 151 214
6459 9792 372
7773 8655 495
2957 8510 100
2533 4580 704
7959 5540 917
531 3316 821
3284 4367 235
5703 6988 524
6820 1877 901
6372 4629 524
7855 6656 913
9367 3155 172
555 702 211
753 575 141
5063 7567 958
8208 426 840
3027 8794 557
7452 2741 947
8409 3621 98
3857 5969 168
9232 5890 372
1022 5290 768
5876 2601 95
9397 968 559
711 8755 588
368 1992 265
8257 5376 458
441 5937 774
5734 6138 915
4125 105 842
7435 2275 896
1752 8857 400
3217 604 262
9586 5379 14
4303 9166 131
9795 3158 702
3736 7663 784
9451 7166 925
7559 7884 324
9571 634 356
3390 7821 790
508 9420 984
6013 4408 68
824 311 706
1133 4620 457
5129 9458 117
3115 7610 549
109 6471 18
8220 9699 588
3666 3892 195
8593 8022 109
8429 3418 569
8229 5226 902
3904 9216 174
9091 8094 205
1104 3993 243
4526 5370 561
2826 5267 997
7691 6891 829
9306 2496 430
4486 3556 573
2388 5525 207
9982 309 851
3546 2018 642
1857 6837 758
8769 6633 255
9026 2485 624
7347 7535 754
4657 454 557
5420 3552 390
6443 1537 323
8884 2181 195
6081 4896 711
520 6773 462
6999 7610 58
5005 9671 705
9723 6970 868
5355 29 187
5211 2089 806
3123 8382 342
8852 7198 547
6441 9366 947
1138 4706 823
6427 9453 207
813 7195 314
7095 9882 27
2045 8761 377
7486 3920 925
2678 915 653
9277 5253 887
8444 7839 882
5699 2110 791
4231 9940 30
7573 998 984
3088 5822 65
6349 3408 584
204 5998 608
1084 7678 174
7585 9618 853
3671 6447 961
6345 1858 65
8728 2209 415
2517 5179 439
5701 4975 596
4661 3454 907
8242 9330 354
518 8479 681
6263 5799 362
9254 2000 276
8877 885 681
1783 402 403
1591 35 60
4690 8883 890
7888 1589 889
2344 489 390
6655 4994 380
4124 3609 207
3215 277 415
7519 3673 657
2259 5748 609
8490 2289 864
5168 2816 735
3879 3635 386
7041 79 965
4217 3046 908
8447 486 386
5792 8379 541
2483 2305 76
3708 6808 587
3454 6809 975
7106 7158 207
509 9169 914
1608 3541 225
8912 9749 638
5884 9946 522
8655 6957 431
8976 5509 808
9893 5283 647
1286 7780 629
5407 6602 103
1790 2230 295
3343 7260 827
6306 3500 898
8873 3036 149
7372 4086 495
821 6810 939
6048 1567 657
3235 6698 291
6163 2167 445
8111 2293 478
7139 8113 924
3890 2729 408
3594 9355 734
4179 1509 468
7730 1786 626
9142 2154 928
4920 9141 479
9623 5220 59
5570 156 457
1435 8586 338
3443 3693 426
122 7523 54
4073 3756 995
9769 65 156
3105 5585 551
6282 4287 951
1059 6091 102
1254 7914 526
8541 3487 794
6289 8931 241
1343 8630 263
4261 5508 672
5367 7703 742
6908 3196 426
7850 7667 87
5996 5645 502
8992 4280 430
9643 1187 960
6201 1053 524
600 2596 163
8591 725 470
9418 203 68
5432 3115 283
6106 8000 986
5399 7229 198
2859 7481 886
119 607 444
7893 9746 451
7976 2193 35
8309 8815 353
1978 851 302
3846 9577 937
8826 1582 366
1853 7840 80
4816 6776 162
410 9513 902
197 1978 229
1143 1589 112
5172 2372 171
9096 2571 395
8494 6266 803
8342 1067 875
2147 1562 284
1083 4738 425
4517 1702 159
8385 4043 613
6107 1355 788
2406 1268 639
2137 9119 89
8926 8583 744
8469 536 743
600 3176 431
4783 8424 153
3377 8894 697
791 8515 51
6861 9209 225
475 7104 555
6582 3955 791
3675 2229 290
6520 301 444
9009 7949 616
144 4895 444
1169 9950 255
7158 4511 856
7976 1062 543
7387 1418 782
2609 122 261
5942 4657 970
7756 9950 358
5454 8479 222
417 7718 801
5103 5062 403
8127 3460 322
9798 6108 130
5680 5488 555
3845 1412 136
7837 3469 181
875 5869 372
9294 6772 304
7296 8131 484
7072 1759 751
5194 9585 749
3854 2681 878
8771 5726 172
5648 4578 201
193 6336 749
9913 7912 860
1247 5115 596
5391 7329 761
8012 9232 918
196 2183 861
1440 5218 172
9625 6503 219
6327 8692 803
6312 4153 720
2076 3122 654
9817 3780 984
1375 1204 942
1937 734 704
1165 3561 350
5521 9859 354
4654 5987 518
3494 8866 52
7282 5241 747
5154 4727 800
3984 5399 600
9219 7483 497
427 2572 811
9513 2914 547
6163 8981 548
2424 6157 77
442 5176 564
2317 9637 200
9056 5327 416
656 7473 114
5867 2028 1
4097 709 787
4977 1120 100
635 1612 426
7857 4956 977
2207 1389 454
7827 218 277
1374 8633 834
3712 8129 699
3129 887 181
8240 7593 466
1247 2429 197
6139 9971 334
7210 9938 620
4989 6303 148
45 6438 260
6179 8087 838
7378 3946 128
4593 6063 990
7069 5262 742
7682 8228 76
9720 3265 453
3691 1525 359
6507 3957 360
9408 7173 364
2197 5177 781
1380 9689 315
705 820 823
8616 9141 635
7581 5108 3
7921 9322 148
7162 546 470
9793 724 650
4350 6414 184
8742 2940 226
2545 2147 424
5182 8444 223
6022 162 271
1932 7290 95
1858 9895 236
3969 4200 797
206 4662 213
9344 2267 302
5470 8319 997
8115 9813 952
3564 4841 157
2663 8002 837
7857 3574 661
7739 8942 342
9138 7521 556
8257 7174 970
1565 2946 169
5134 3742 39
7507 3777 448
592 433 946
55 9 451
8634 7662 484
4707 3741 438
3875 2446 872
3497 3381 149
4377 1030 759
4721 4266 816
8138 9704 996
9311 2401 812
4229 7393 674
4308 1682 159
3008 4323 718
3108 4574 384
7475 3335 313
4122 2898 747
6019 5979 116
2873 7260 144
1602 6067 222
2796 6022 191
4341 3116 766
6356 1322 214
6851 3228 694
5862 2230 695
3762 7685 112
722 1725 752
8407 1323 721
126 9534 483
3360 581 288
5596 3808 921
5369 896 541
2738 5079 788
2464 8105 670
1627 3959 773
9129 6844 105
2955 6817 23
1163 4915 851
3006 8147 163
4742 1305 414
9940 4050 385
5461 9274 855
6730 2112 230
3754 4819 374
7491 7758 461
1872 7816 299
705 5724 868
1495 4643 466
189 7767 73
210 4768 667
2532 7026 536
5593 5797 320
1587 8456 748
7131 4049 304
3298 3078 18
1344 6177 977
5529 6643 901
9584 6998 202
4077 5285 207
7237 2041 677
3007 4362 138
9058 4234 196
7114 1022 263
451 8043 161
3040 8862 783
5498 2713 898
8347 4712 5
1185 2071 640
7548 2659 793
6922 4741 169
4262 3473 581
6464 3635 695
4728 6611 738
2037 3919 967
5701 6558 293
8637 9517 70
7646 6641 584
4978 6765 776
4336 7177 692
313 9947 138
8646 5293 401
2965 8999 393
8778 1623 512
382 5228 45
5580 5715 493
7946 6149 193
4213 6575 945
7513 4000 528
9229 40 896
9014 8866 972
9959 9059 36
2697 409 777
7923 675 578
794 4607 543
2967 9122 736
3208 4788 448
1316 9925 815
4157 5248 65
369 4727 842
8772 8261 546
6862 4105 848
1253 6676 121
994 9338 611
583 6118 579
6273 5631 630
2148 5137 126
2711 5628 718
8535 1060 547
6912 3184 674
6221 5307 619
5739 5612 258
1890 5157 877
8310 6826 936
5883 534 650
6419 568 558
2553 9003 505
19 3775 440
9280 4687 166
1671 4679 720
4101 4454 50
205 9526 556
2186 289 182
5784 4913 209
3549 2421 185
3028 7480 313
9908 1539 871
8482 1031 774
8255 9858 941
3516 6661 496
6774 9415 428
9108 7820 954
2099 5076 313
6943 6978 522
3438 529 889
6945 4301 827
2255 9795 125
1424 282 856
6410 502 45
8210 6474 347
7552 3702 110
4725 3520 762
9365 9573 278
367 9801 557
1558 8713 622
3291 8970 441
8712 9793 28
9471 9907 95
8072 2029 536
8372 1990 394
4761 3858 296
2819 6704 668
1250 1682 914
81 5663 108
4276 2822 801
2508 8710 264
6633 6749 609
8010 5867 239
2661 8315 114
2974 2672 593
9778 7478 695
2844 5768 254
3593 6902 270
5923 9863 456
3314 1939 335
4499 3127 393
2801 4855 883
4271 26 546
9373 54 277
5555 722 613
4965 3348 581
3429 78 444
3201 9846 916
4755 5649 232
6813 7350 327
8102 1166 761
2054 1937 142
8732 3714 868
8236 5168 342
2727 883 270
699 340 751
7542 8009 577
2241 4498 514
3876 8128 453
5659 4271 547
7875 5925 881
3910 728 100
7136 5230 226
8418 5112 557
27 5419 415
7172 3432 103
6914 3368 992
3597 9788 487
5991 1644 888
4476 9275 10
9576 2630 32
5352 8992 587
9617 1734 472
3197 826 716
3777 4478 941
1886 2896 339
582 7677 329
4517 2499 594
620 1038 697
1047 2611 666
7572 2541 591
2308 4997 422
7887 4824 459
9686 4619 81
540 4225 403
4461 8294 744
8592 7881 777
1539 5000 117
6946 2820 778
9265 6194 987
8251 8558 678
6109 8033 333
3417 2612 420
6348 1982 235
7272 2876 469
910 6662 733
9555 2312 626
4515 4373 274
6887 7818 310
2205 4068 695
5045 6791 79
3807 856 950
1764 1780 194
146 1299 330
7107 1250 402
6386 4408 433
8110 6618 312
8699 6592 601
4252 7088 847
5711 2971 295
199 3849 791
2549 644 780
1857 653 655
1643 7615 582
7220 681 971
1085 6302 422
370 3318 282
6347 4261 314
6817 8704 233
7322 6667 907
4657 5901 272
8405 770 621
1585 7769 179
2733 9560 818
7357 2797 177
4418 9061 532
4936 1215 423
4667 4163 255
7507 1109 789
9768 5416 896
4411 8391 46
3414 9647 411
4910 1692 188
3705 8463 552
1113 3096 325
5101 1140 653
5669 6169 300
9681 1870 73
8362 2318 875
9014 3344 966
5211 9178 481
5716 3203 112
2078 370 787
4335 4059 732
6317 9392 681
537 3642 316
6572 8623 231
9804 428 826
8763 9410 174
9404 6183 652
3595 7645 27
9099 333 122
6095 9213 862
413 46 866
7093 5659 687
5198 9874 920
4920 3185 726
2556 3174 911
6201 7835 614
6213 2804 791
5985 5781 951
4682 7491 702
